"dep";"sexe";"jour";"hosp";"rea";"rad";"dc"
"54";"2";2020-08-01;627;0;627;147
"55";"0";2020-08-01;501;0;501;103
"55";"1";2020-08-01;250;0;250;57
"55";"2";2020-08-01;251;0;251;46
"56";"0";2020-08-01;433;0;433;96
"56";"1";2020-08-01;229;0;229;60
"56";"2";2020-08-01;203;0;203;36
"57";"0";2020-08-01;2535;3;2535;844
"57";"1";2020-08-01;1275;2;1275;480
"57";"2";2020-08-01;1251;1;1251;359
"58";"0";2020-08-01;99;0;99;28
"58";"1";2020-08-01;34;0;34;16
"58";"2";2020-08-01;65;0;65;12
"59";"0";2020-08-01;2533;21;2533;666
"59";"1";2020-08-01;1257;17;1257;351
"59";"2";2020-08-01;1269;4;1269;311
"60";"0";2020-08-01;1193;4;1193;416
"60";"1";2020-08-01;579;4;579;235
"60";"2";2020-08-01;612;0;612;181
"61";"0";2020-08-01;245;2;245;40
"61";"1";2020-08-01;100;1;100;26
"61";"2";2020-08-01;144;1;144;14
"62";"0";2020-08-01;1407;12;1407;319
"62";"1";2020-08-01;676;9;676;176
"62";"2";2020-08-01;720;3;720;142
"63";"0";2020-08-01;179;0;179;43
"63";"1";2020-08-01;92;0;92;26
"63";"2";2020-08-01;87;0;87;17
"64";"0";2020-08-01;227;0;227;27
"64";"1";2020-08-01;121;0;121;20
"64";"2";2020-08-01;105;0;105;7
"65";"0";2020-08-01;157;2;157;27
"65";"1";2020-08-01;75;2;75;14
"65";"2";2020-08-01;82;0;82;13
"66";"0";2020-08-01;282;0;282;34
"66";"1";2020-08-01;124;0;124;16
"66";"2";2020-08-01;158;0;158;18
"67";"0";2020-08-01;2646;2;2646;670
"67";"1";2020-08-01;1418;2;1418;385
"67";"2";2020-08-01;1220;0;1220;284
"68";"0";2020-08-01;3001;4;3001;824
"68";"1";2020-08-01;1571;3;1571;499
"68";"2";2020-08-01;1419;1;1419;320
"69";"0";2020-08-01;3095;6;3095;664
"69";"1";2020-08-01;1480;3;1480;368
"69";"2";2020-08-01;1581;3;1581;285
"70";"0";2020-08-01;309;0;309;77
"70";"1";2020-08-01;163;0;163;51
"70";"2";2020-08-01;145;0;145;26
"71";"0";2020-08-01;784;1;784;201
"71";"1";2020-08-01;347;1;347;108
"71";"2";2020-08-01;435;0;435;93
"72";"0";2020-08-01;371;1;371;84
"72";"1";2020-08-01;180;0;180;47
"72";"2";2020-08-01;191;1;191;37
"73";"0";2020-08-01;418;0;418;73
"73";"1";2020-08-01;181;0;181;40
"73";"2";2020-08-01;237;0;237;33
"74";"0";2020-08-01;873;1;873;167
"74";"1";2020-08-01;467;1;467;110
"74";"2";2020-08-01;401;0;401;57
"75";"0";2020-08-01;6424;34;6424;1776
"75";"1";2020-08-01;3585;26;3585;1116
"75";"2";2020-08-01;2800;6;2800;653
"76";"0";2020-08-01;815;4;815;184
"76";"1";2020-08-01;395;2;395;109
"76";"2";2020-08-01;418;2;418;74
"77";"0";2020-08-01;2717;29;2717;702
"77";"1";2020-08-01;1497;21;1497;422
"77";"2";2020-08-01;1210;8;1210;280
"78";"0";2020-08-01;2343;21;2343;528
"78";"1";2020-08-01;1218;17;1218;317
"78";"2";2020-08-01;1118;4;1118;210
"79";"0";2020-08-01;68;0;68;22
"79";"1";2020-08-01;35;0;35;11
"79";"2";2020-08-01;33;0;33;11
"80";"0";2020-08-01;754;0;754;233
"80";"1";2020-08-01;361;0;361;138
"80";"2";2020-08-01;384;0;384;95
"81";"0";2020-08-01;123;1;123;23
"81";"1";2020-08-01;57;1;57;9
"81";"2";2020-08-01;66;0;66;14
"82";"0";2020-08-01;42;0;42;6
"82";"1";2020-08-01;23;0;23;6
"82";"2";2020-08-01;19;0;19;0
"83";"0";2020-08-01;1010;2;1010;140
"83";"1";2020-08-01;569;2;569;77
"83";"2";2020-08-01;439;0;439;62
"84";"0";2020-08-01;262;2;262;38
"84";"1";2020-08-01;136;1;136;27
"84";"2";2020-08-01;126;1;126;11
"85";"0";2020-08-01;267;0;267;42
"85";"1";2020-08-01;145;0;145;26
"85";"2";2020-08-01;121;0;121;16
"86";"0";2020-08-01;148;0;148;40
"86";"1";2020-08-01;80;0;80;23
"86";"2";2020-08-01;68;0;68;17
"87";"0";2020-08-01;133;0;133;25
"87";"1";2020-08-01;62;0;62;13
"87";"2";2020-08-01;70;0;70;12
"88";"0";2020-08-01;741;0;741;266
"88";"1";2020-08-01;368;0;368;154
"88";"2";2020-08-01;372;0;372;112
"89";"0";2020-08-01;386;3;386;94
"89";"1";2020-08-01;187;3;187;50
"89";"2";2020-08-01;198;0;198;43
"90";"0";2020-08-01;557;0;557;200
"90";"1";2020-08-01;301;0;301;112
"90";"2";2020-08-01;256;0;256;88
"91";"0";2020-08-01;2459;13;2459;538
"91";"1";2020-08-01;1305;10;1305;302
"91";"2";2020-08-01;1143;3;1143;233
"92";"0";2020-08-01;4550;36;4550;1093
"92";"1";2020-08-01;2471;28;2471;633
"92";"2";2020-08-01;2066;8;2066;457
"93";"0";2020-08-01;3933;22;3933;1012
"93";"1";2020-08-01;2138;15;2138;615
"93";"2";2020-08-01;1773;7;1773;393
"94";"0";2020-08-01;4446;13;4446;1209
"94";"1";2020-08-01;2289;8;2289;700
"94";"2";2020-08-01;2125;5;2125;496
"95";"0";2020-08-01;2674;5;2674;712
"95";"1";2020-08-01;1525;3;1525;443
"95";"2";2020-08-01;1142;2;1142;269
"971";"0";2020-08-01;85;0;85;17
"971";"1";2020-08-01;44;0;44;9
"971";"2";2020-08-01;41;0;41;8
"972";"0";2020-08-01;95;4;95;15
"972";"1";2020-08-01;52;3;52;11
"972";"2";2020-08-01;43;1;43;4
"973";"0";2020-08-01;1087;25;1087;41
"973";"1";2020-08-01;499;15;499;31
"973";"2";2020-08-01;587;9;587;10
"974";"0";2020-08-01;163;3;163;5
"974";"1";2020-08-01;87;2;87;2
"974";"2";2020-08-01;76;1;76;3
"976";"0";2020-08-01;423;1;423;28
"976";"1";2020-08-01;194;1;194;18
"976";"2";2020-08-01;224;0;224;10
"01";"0";2020-08-02;450;1;450;105
"01";"1";2020-08-02;228;1;228;61
"01";"2";2020-08-02;220;0;220;44
"02";"0";2020-08-02;1096;5;1096;279
"02";"1";2020-08-02;481;4;481;169
"02";"2";2020-08-02;613;1;613;108
"03";"0";2020-08-02;203;0;203;41
"03";"1";2020-08-02;85;0;85;22
"03";"2";2020-08-02;117;0;117;19
"04";"0";2020-08-02;131;0;131;13
"04";"1";2020-08-02;54;0;54;9
"04";"2";2020-08-02;77;0;77;4
"05";"0";2020-08-02;133;0;133;18
"05";"1";2020-08-02;69;0;69;8
"05";"2";2020-08-02;64;0;64;10
"06";"0";2020-08-02;778;5;778;190
"06";"1";2020-08-02;382;3;382;97
"06";"2";2020-08-02;381;2;381;91
"07";"0";2020-08-02;449;1;449;110
"07";"1";2020-08-02;218;1;218;78
"07";"2";2020-08-02;229;0;229;31
"08";"0";2020-08-02;216;0;216;60
"08";"1";2020-08-02;102;0;102;37
"08";"2";2020-08-02;112;0;112;22
"09";"0";2020-08-02;33;0;33;2
"09";"1";2020-08-02;16;0;16;2
"09";"2";2020-08-02;17;0;17;0
"10";"0";2020-08-02;632;0;632;136
"10";"1";2020-08-02;329;0;329;88
"10";"2";2020-08-02;300;0;300;48
"11";"0";2020-08-02;235;1;235;59
"11";"1";2020-08-02;123;1;123;42
"11";"2";2020-08-02;112;0;112;17
"12";"0";2020-08-02;144;1;144;24
"12";"1";2020-08-02;68;0;68;15
"12";"2";2020-08-02;76;1;76;9
"13";"0";2020-08-02;3432;11;3432;567
"13";"1";2020-08-02;1774;7;1774;319
"13";"2";2020-08-02;1629;4;1629;247
"14";"0";2020-08-02;329;1;329;85
"14";"1";2020-08-02;157;1;157;58
"14";"2";2020-08-02;172;0;172;27
"15";"0";2020-08-02;52;1;52;9
"15";"1";2020-08-02;29;1;29;6
"15";"2";2020-08-02;23;0;23;3
"16";"0";2020-08-02;61;0;61;13
"16";"1";2020-08-02;39;0;39;8
"16";"2";2020-08-02;22;0;22;5
"17";"0";2020-08-02;149;0;149;51
"17";"1";2020-08-02;83;0;83;33
"17";"2";2020-08-02;66;0;66;18
"18";"0";2020-08-02;197;0;197;85
"18";"1";2020-08-02;94;0;94;41
"18";"2";2020-08-02;102;0;102;44
"19";"0";2020-08-02;159;0;159;37
"19";"1";2020-08-02;85;0;85;28
"19";"2";2020-08-02;74;0;74;9
"21";"0";2020-08-02;955;0;955;250
"21";"1";2020-08-02;436;0;436;143
"21";"2";2020-08-02;515;0;515;107
"22";"0";2020-08-02;226;0;226;39
"22";"1";2020-08-02;106;0;106;23
"22";"2";2020-08-02;120;0;120;16
"23";"0";2020-08-02;81;1;81;14
"23";"1";2020-08-02;45;0;45;8
"23";"2";2020-08-02;36;1;36;6
"24";"0";2020-08-02;98;0;98;14
"24";"1";2020-08-02;54;0;54;7
"24";"2";2020-08-02;44;0;44;7
"25";"0";2020-08-02;640;0;640;151
"25";"1";2020-08-02;329;0;329;86
"25";"2";2020-08-02;311;0;311;64
"26";"0";2020-08-02;536;3;536;129
"26";"1";2020-08-02;289;1;289;79
"26";"2";2020-08-02;247;2;247;50
"27";"0";2020-08-02;248;0;248;84
"27";"1";2020-08-02;110;0;110;41
"27";"2";2020-08-02;137;0;137;43
"28";"0";2020-08-02;585;3;585;142
"28";"1";2020-08-02;286;2;286;71
"28";"2";2020-08-02;283;0;283;69
"29";"0";2020-08-02;191;0;191;44
"29";"1";2020-08-02;107;0;107;28
"29";"2";2020-08-02;81;0;81;16
"2A";"0";2020-08-02;144;0;144;48
"2A";"1";2020-08-02;63;0;63;27
"2A";"2";2020-08-02;81;0;81;21
"2B";"0";2020-08-02;108;0;108;11
"2B";"1";2020-08-02;59;0;59;6
"2B";"2";2020-08-02;49;0;49;5
"30";"0";2020-08-02;367;1;367;97
"30";"1";2020-08-02;189;1;189;50
"30";"2";2020-08-02;178;0;178;47
"31";"0";2020-08-02;676;3;676;73
"31";"1";2020-08-02;383;3;383;45
"31";"2";2020-08-02;292;0;292;28
"32";"0";2020-08-02;88;0;88;23
"32";"1";2020-08-02;47;0;47;14
"32";"2";2020-08-02;40;0;40;9
"33";"0";2020-08-02;974;8;974;158
"33";"1";2020-08-02;485;7;485;80
"33";"2";2020-08-02;487;1;487;78
"34";"0";2020-08-02;716;0;716;123
"34";"1";2020-08-02;363;0;363;71
"34";"2";2020-08-02;349;0;349;52
"35";"0";2020-08-02;488;3;488;88
"35";"1";2020-08-02;273;2;273;46
"35";"2";2020-08-02;213;1;213;42
"36";"0";2020-08-02;119;1;119;79
"36";"1";2020-08-02;52;1;52;42
"36";"2";2020-08-02;66;0;66;37
"37";"0";2020-08-02;360;2;360;87
"37";"1";2020-08-02;162;0;162;58
"37";"2";2020-08-02;197;2;197;29
"38";"0";2020-08-02;709;1;709;153
"38";"1";2020-08-02;342;1;342;88
"38";"2";2020-08-02;359;0;359;65
"39";"0";2020-08-02;327;0;327;60
"39";"1";2020-08-02;143;0;143;30
"39";"2";2020-08-02;183;0;183;30
"40";"0";2020-08-02;75;0;75;13
"40";"1";2020-08-02;44;0;44;7
"40";"2";2020-08-02;31;0;31;6
"41";"0";2020-08-02;305;0;305;63
"41";"1";2020-08-02;157;0;157;36
"41";"2";2020-08-02;147;0;147;27
"42";"0";2020-08-02;979;2;979;248
"42";"1";2020-08-02;499;2;499;169
"42";"2";2020-08-02;480;0;480;79
"43";"0";2020-08-02;106;0;106;18
"43";"1";2020-08-02;41;0;41;11
"43";"2";2020-08-02;65;0;65;7
"44";"0";2020-08-02;739;0;739;164
"44";"1";2020-08-02;377;0;377;99
"44";"2";2020-08-02;361;0;361;65
"45";"0";2020-08-02;634;4;634;103
"45";"1";2020-08-02;320;3;320;64
"45";"2";2020-08-02;313;1;313;39
"46";"0";2020-08-02;70;0;70;22
"46";"1";2020-08-02;35;0;35;10
"46";"2";2020-08-02;35;0;35;12
"47";"0";2020-08-02;79;2;79;11
"47";"1";2020-08-02;43;1;43;10
"47";"2";2020-08-02;36;1;36;1
"48";"0";2020-08-02;24;0;24;1
"48";"1";2020-08-02;13;0;13;1
"48";"2";2020-08-02;11;0;11;0
"49";"0";2020-08-02;634;1;634;141
"49";"1";2020-08-02;311;1;311;88
"49";"2";2020-08-02;322;0;322;53
"50";"0";2020-08-02;150;0;150;47
"50";"1";2020-08-02;77;0;77;21
"50";"2";2020-08-02;71;0;71;26
"51";"0";2020-08-02;1005;4;1005;267
"51";"1";2020-08-02;481;2;481;155
"51";"2";2020-08-02;517;2;517;111
"52";"0";2020-08-02;258;0;258;90
"52";"1";2020-08-02;128;0;128;43
"52";"2";2020-08-02;129;0;129;47
"53";"0";2020-08-02;216;0;216;45
"53";"1";2020-08-02;99;0;99;26
"53";"2";2020-08-02;116;0;116;19
"54";"0";2020-08-02;1239;2;1239;360
"54";"1";2020-08-02;604;2;604;213
"54";"2";2020-08-02;627;0;627;147
"55";"0";2020-08-02;501;0;501;103
"55";"1";2020-08-02;250;0;250;57
"55";"2";2020-08-02;251;0;251;46
"56";"0";2020-08-02;433;0;433;96
"56";"1";2020-08-02;229;0;229;60
"56";"2";2020-08-02;203;0;203;36
"57";"0";2020-08-02;2535;3;2535;844
"57";"1";2020-08-02;1275;2;1275;480
"57";"2";2020-08-02;1251;1;1251;359
"58";"0";2020-08-02;99;0;99;28
"58";"1";2020-08-02;34;0;34;16
"58";"2";2020-08-02;65;0;65;12
"59";"0";2020-08-02;2533;21;2533;666
"59";"1";2020-08-02;1257;17;1257;351
"59";"2";2020-08-02;1269;4;1269;311
"60";"0";2020-08-02;1193;5;1193;416
"60";"1";2020-08-02;579;4;579;235
"60";"2";2020-08-02;612;1;612;181
"61";"0";2020-08-02;245;2;245;40
"61";"1";2020-08-02;100;1;100;26
"61";"2";2020-08-02;144;1;144;14
"62";"0";2020-08-02;1407;12;1407;319
"62";"1";2020-08-02;676;9;676;176
"62";"2";2020-08-02;720;3;720;142
"63";"0";2020-08-02;179;0;179;43
"63";"1";2020-08-02;92;0;92;26
"63";"2";2020-08-02;87;0;87;17
"64";"0";2020-08-02;227;0;227;27
"64";"1";2020-08-02;121;0;121;20
"64";"2";2020-08-02;105;0;105;7
"65";"0";2020-08-02;157;2;157;27
"65";"1";2020-08-02;75;2;75;14
"65";"2";2020-08-02;82;0;82;13
"66";"0";2020-08-02;282;0;282;34
"66";"1";2020-08-02;124;0;124;16
"66";"2";2020-08-02;158;0;158;18
"67";"0";2020-08-02;2646;2;2646;670
"67";"1";2020-08-02;1418;2;1418;385
"67";"2";2020-08-02;1220;0;1220;284
"68";"0";2020-08-02;3001;4;3001;824
"68";"1";2020-08-02;1571;3;1571;499
"68";"2";2020-08-02;1419;1;1419;320
"69";"0";2020-08-02;3096;6;3096;664
"69";"1";2020-08-02;1481;4;1481;368
"69";"2";2020-08-02;1581;2;1581;285
"70";"0";2020-08-02;309;0;309;77
"70";"1";2020-08-02;163;0;163;51
"70";"2";2020-08-02;145;0;145;26
"71";"0";2020-08-02;784;1;784;201
"71";"1";2020-08-02;347;1;347;108
"71";"2";2020-08-02;435;0;435;93
"72";"0";2020-08-02;371;1;371;84
"72";"1";2020-08-02;180;0;180;47
"72";"2";2020-08-02;191;1;191;37
"73";"0";2020-08-02;418;0;418;73
"73";"1";2020-08-02;181;0;181;40
"73";"2";2020-08-02;237;0;237;33
"74";"0";2020-08-02;873;1;873;167
"74";"1";2020-08-02;467;1;467;110
"74";"2";2020-08-02;401;0;401;57
"75";"0";2020-08-02;6425;33;6425;1777
"75";"1";2020-08-02;3586;25;3586;1116
"75";"2";2020-08-02;2800;6;2800;654
"76";"0";2020-08-02;815;4;815;184
"76";"1";2020-08-02;395;2;395;109
"76";"2";2020-08-02;418;2;418;74
"77";"0";2020-08-02;2718;29;2718;702
"77";"1";2020-08-02;1497;21;1497;422
"77";"2";2020-08-02;1211;8;1211;280
"78";"0";2020-08-02;2343;21;2343;528
"78";"1";2020-08-02;1218;17;1218;317
"78";"2";2020-08-02;1118;4;1118;210
"79";"0";2020-08-02;68;0;68;22
"79";"1";2020-08-02;35;0;35;11
"79";"2";2020-08-02;33;0;33;11
"80";"0";2020-08-02;754;0;754;233
"80";"1";2020-08-02;361;0;361;138
"80";"2";2020-08-02;384;0;384;95
"81";"0";2020-08-02;123;1;123;23
"81";"1";2020-08-02;57;1;57;9
"81";"2";2020-08-02;66;0;66;14
"82";"0";2020-08-02;42;0;42;6
"82";"1";2020-08-02;23;0;23;6
"82";"2";2020-08-02;19;0;19;0
"83";"0";2020-08-02;1010;2;1010;140
"83";"1";2020-08-02;569;2;569;77
"83";"2";2020-08-02;439;0;439;62
"84";"0";2020-08-02;262;2;262;38
"84";"1";2020-08-02;136;1;136;27
"84";"2";2020-08-02;126;1;126;11
"85";"0";2020-08-02;267;0;267;42
"85";"1";2020-08-02;145;0;145;26
"85";"2";2020-08-02;121;0;121;16
"86";"0";2020-08-02;148;0;148;40
"86";"1";2020-08-02;80;0;80;23
"86";"2";2020-08-02;68;0;68;17
"87";"0";2020-08-02;133;0;133;25
"87";"1";2020-08-02;62;0;62;13
"87";"2";2020-08-02;70;0;70;12
"88";"0";2020-08-02;741;0;741;266
"88";"1";2020-08-02;368;0;368;154
"88";"2";2020-08-02;372;0;372;112
"89";"0";2020-08-02;386;3;386;94
"89";"1";2020-08-02;187;3;187;50
"89";"2";2020-08-02;198;0;198;43
"90";"0";2020-08-02;557;0;557;200
"90";"1";2020-08-02;301;0;301;112
"90";"2";2020-08-02;256;0;256;88
"91";"0";2020-08-02;2459;13;2459;538
"91";"1";2020-08-02;1305;10;1305;302
"91";"2";2020-08-02;1143;3;1143;233
"92";"0";2020-08-02;4550;36;4550;1093
"92";"1";2020-08-02;2471;28;2471;633
"92";"2";2020-08-02;2066;8;2066;457
"93";"0";2020-08-02;3933;22;3933;1012
"93";"1";2020-08-02;2138;15;2138;615
"93";"2";2020-08-02;1773;7;1773;393
"94";"0";2020-08-02;4446;13;4446;1209
"94";"1";2020-08-02;2289;8;2289;700
"94";"2";2020-08-02;2125;5;2125;496
"95";"0";2020-08-02;2677;5;2677;712
"95";"1";2020-08-02;1528;3;1528;443
"95";"2";2020-08-02;1142;2;1142;269
"971";"0";2020-08-02;85;0;85;17
"971";"1";2020-08-02;44;0;44;9
"971";"2";2020-08-02;41;0;41;8
"972";"0";2020-08-02;95;4;95;15
"972";"1";2020-08-02;52;3;52;11
"972";"2";2020-08-02;43;1;43;4
"973";"0";2020-08-02;1088;25;1088;41
"973";"1";2020-08-02;499;15;499;31
"973";"2";2020-08-02;588;9;588;10
"974";"0";2020-08-02;163;3;163;5
"974";"1";2020-08-02;87;2;87;2
"974";"2";2020-08-02;76;1;76;3
"976";"0";2020-08-02;424;1;424;28
"976";"1";2020-08-02;194;1;194;18
"976";"2";2020-08-02;225;0;225;10
"01";"0";2020-08-03;451;1;451;105
"01";"1";2020-08-03;229;1;229;61
"01";"2";2020-08-03;220;0;220;44
"02";"0";2020-08-03;1097;5;1097;280
"02";"1";2020-08-03;481;4;481;169
"02";"2";2020-08-03;614;1;614;109
"03";"0";2020-08-03;203;0;203;41
"03";"1";2020-08-03;85;0;85;22
"03";"2";2020-08-03;117;0;117;19
"04";"0";2020-08-03;131;0;131;13
"04";"1";2020-08-03;54;0;54;9
"04";"2";2020-08-03;77;0;77;4
"05";"0";2020-08-03;133;0;133;18
"05";"1";2020-08-03;69;0;69;8
"05";"2";2020-08-03;64;0;64;10
"06";"0";2020-08-03;780;5;780;190
"06";"1";2020-08-03;383;3;383;98
"06";"2";2020-08-03;382;2;382;91
"07";"0";2020-08-03;449;1;449;110
"07";"1";2020-08-03;218;1;218;78
"07";"2";2020-08-03;229;0;229;31
"08";"0";2020-08-03;218;0;218;60
"08";"1";2020-08-03;103;0;103;37
"08";"2";2020-08-03;113;0;113;22
"09";"0";2020-08-03;33;0;33;2
"09";"1";2020-08-03;16;0;16;2
"09";"2";2020-08-03;17;0;17;0
"10";"0";2020-08-03;632;0;632;136
"10";"1";2020-08-03;329;0;329;88
"10";"2";2020-08-03;300;0;300;48
"11";"0";2020-08-03;236;1;236;59
"11";"1";2020-08-03;124;1;124;42
"11";"2";2020-08-03;112;0;112;17
"12";"0";2020-08-03;144;1;144;24
"12";"1";2020-08-03;68;0;68;15
"12";"2";2020-08-03;76;1;76;9
"13";"0";2020-08-03;3442;11;3442;567
"13";"1";2020-08-03;1779;7;1779;319
"13";"2";2020-08-03;1634;4;1634;247
"14";"0";2020-08-03;329;1;329;85
"14";"1";2020-08-03;157;1;157;58
"14";"2";2020-08-03;172;0;172;27
"15";"0";2020-08-03;52;1;52;9
"15";"1";2020-08-03;29;1;29;6
"15";"2";2020-08-03;23;0;23;3
"16";"0";2020-08-03;61;0;61;13
"16";"1";2020-08-03;39;0;39;8
"16";"2";2020-08-03;22;0;22;5
"17";"0";2020-08-03;149;0;149;51
"17";"1";2020-08-03;83;0;83;33
"17";"2";2020-08-03;66;0;66;18
"18";"0";2020-08-03;197;0;197;85
"18";"1";2020-08-03;94;0;94;41
"18";"2";2020-08-03;102;0;102;44
"19";"0";2020-08-03;159;0;159;37
"19";"1";2020-08-03;85;0;85;28
"19";"2";2020-08-03;74;0;74;9
"21";"0";2020-08-03;955;0;955;250
"21";"1";2020-08-03;436;0;436;143
"21";"2";2020-08-03;515;0;515;107
"22";"0";2020-08-03;227;0;227;39
"22";"1";2020-08-03;106;0;106;23
"22";"2";2020-08-03;121;0;121;16
"23";"0";2020-08-03;81;1;81;14
"23";"1";2020-08-03;45;0;45;8
"23";"2";2020-08-03;36;1;36;6
"24";"0";2020-08-03;98;0;98;14
"24";"1";2020-08-03;54;0;54;7
"24";"2";2020-08-03;44;0;44;7
"25";"0";2020-08-03;641;0;641;151
"25";"1";2020-08-03;329;0;329;86
"25";"2";2020-08-03;312;0;312;64
"26";"0";2020-08-03;536;3;536;129
"26";"1";2020-08-03;289;1;289;79
"26";"2";2020-08-03;247;2;247;50
"27";"0";2020-08-03;249;0;249;85
"27";"1";2020-08-03;111;0;111;41
"27";"2";2020-08-03;137;0;137;44
"28";"0";2020-08-03;585;3;585;142
"28";"1";2020-08-03;286;2;286;71
"28";"2";2020-08-03;283;0;283;69
"29";"0";2020-08-03;191;0;191;44
"29";"1";2020-08-03;107;0;107;28
"29";"2";2020-08-03;81;0;81;16
"2A";"0";2020-08-03;144;0;144;48
"2A";"1";2020-08-03;63;0;63;27
"2A";"2";2020-08-03;81;0;81;21
"2B";"0";2020-08-03;108;0;108;11
"2B";"1";2020-08-03;59;0;59;6
"2B";"2";2020-08-03;49;0;49;5
"30";"0";2020-08-03;367;1;367;97
"30";"1";2020-08-03;189;1;189;50
"30";"2";2020-08-03;178;0;178;47
"31";"0";2020-08-03;678;5;678;73
"31";"1";2020-08-03;385;5;385;45
"31";"2";2020-08-03;292;0;292;28
"32";"0";2020-08-03;88;0;88;23
"32";"1";2020-08-03;47;0;47;14
"32";"2";2020-08-03;40;0;40;9
"33";"0";2020-08-03;975;8;975;158
"33";"1";2020-08-03;486;7;486;80
"33";"2";2020-08-03;487;1;487;78
"34";"0";2020-08-03;716;0;716;123
"34";"1";2020-08-03;363;0;363;71
"34";"2";2020-08-03;349;0;349;52
"35";"0";2020-08-03;489;7;489;88
"35";"1";2020-08-03;274;4;274;46
"35";"2";2020-08-03;213;3;213;42
"36";"0";2020-08-03;119;1;119;79
"36";"1";2020-08-03;52;1;52;42
"36";"2";2020-08-03;66;0;66;37
"37";"0";2020-08-03;361;2;361;87
"37";"1";2020-08-03;163;0;163;58
"37";"2";2020-08-03;197;2;197;29
"38";"0";2020-08-03;711;1;711;153
"38";"1";2020-08-03;342;1;342;88
"38";"2";2020-08-03;361;0;361;65
"39";"0";2020-08-03;327;0;327;60
"39";"1";2020-08-03;143;0;143;30
"39";"2";2020-08-03;183;0;183;30
"40";"0";2020-08-03;75;0;75;13
"40";"1";2020-08-03;44;0;44;7
"40";"2";2020-08-03;31;0;31;6
"41";"0";2020-08-03;305;0;305;63
"41";"1";2020-08-03;157;0;157;36
"41";"2";2020-08-03;147;0;147;27
"42";"0";2020-08-03;979;2;979;248
"42";"1";2020-08-03;499;2;499;169
"42";"2";2020-08-03;480;0;480;79
"43";"0";2020-08-03;106;0;106;18
"43";"1";2020-08-03;41;0;41;11
"43";"2";2020-08-03;65;0;65;7
"44";"0";2020-08-03;740;0;740;164
"44";"1";2020-08-03;378;0;378;99
"44";"2";2020-08-03;361;0;361;65
"45";"0";2020-08-03;634;4;634;103
"45";"1";2020-08-03;320;3;320;64
"45";"2";2020-08-03;313;1;313;39
"46";"0";2020-08-03;70;0;70;22
"46";"1";2020-08-03;35;0;35;10
"46";"2";2020-08-03;35;0;35;12
"47";"0";2020-08-03;79;2;79;11
"47";"1";2020-08-03;43;1;43;10
"47";"2";2020-08-03;36;1;36;1
"48";"0";2020-08-03;24;0;24;1
"48";"1";2020-08-03;13;0;13;1
"48";"2";2020-08-03;11;0;11;0
"49";"0";2020-08-03;635;3;635;141
"49";"1";2020-08-03;312;3;312;88
"49";"2";2020-08-03;322;0;322;53
"50";"0";2020-08-03;150;0;150;47
"50";"1";2020-08-03;77;0;77;21
"50";"2";2020-08-03;71;0;71;26
"51";"0";2020-08-03;1006;4;1006;267
"51";"1";2020-08-03;482;2;482;155
"51";"2";2020-08-03;517;2;517;111
"52";"0";2020-08-03;258;0;258;90
"52";"1";2020-08-03;128;0;128;43
"52";"2";2020-08-03;129;0;129;47
"53";"0";2020-08-03;216;3;216;46
"53";"1";2020-08-03;99;2;99;27
"53";"2";2020-08-03;116;1;116;19
"54";"0";2020-08-03;1239;1;1239;360
"54";"1";2020-08-03;604;1;604;213
"54";"2";2020-08-03;627;0;627;147
"55";"0";2020-08-03;501;0;501;103
"55";"1";2020-08-03;250;0;250;57
"55";"2";2020-08-03;251;0;251;46
"56";"0";2020-08-03;433;1;433;96
"56";"1";2020-08-03;229;1;229;60
"56";"2";2020-08-03;203;0;203;36
"57";"0";2020-08-03;2537;3;2537;844
"57";"1";2020-08-03;1276;2;1276;480
"57";"2";2020-08-03;1252;1;1252;359
"58";"0";2020-08-03;99;0;99;28
"58";"1";2020-08-03;34;0;34;16
"58";"2";2020-08-03;65;0;65;12
"59";"0";2020-08-03;2538;22;2538;667
"59";"1";2020-08-03;1259;16;1259;352
"59";"2";2020-08-03;1272;6;1272;311
"60";"0";2020-08-03;1193;5;1193;418
"60";"1";2020-08-03;579;4;579;236
"60";"2";2020-08-03;612;1;612;182
"61";"0";2020-08-03;245;2;245;40
"61";"1";2020-08-03;100;1;100;26
"61";"2";2020-08-03;144;1;144;14
"62";"0";2020-08-03;1409;10;1409;320
"62";"1";2020-08-03;676;8;676;176
"62";"2";2020-08-03;722;2;722;143
"63";"0";2020-08-03;179;0;179;43
"63";"1";2020-08-03;92;0;92;26
"63";"2";2020-08-03;87;0;87;17
"64";"0";2020-08-03;227;0;227;27
"64";"1";2020-08-03;121;0;121;20
"64";"2";2020-08-03;105;0;105;7
"65";"0";2020-08-03;157;2;157;27
"65";"1";2020-08-03;75;2;75;14
"65";"2";2020-08-03;82;0;82;13
"66";"0";2020-08-03;282;0;282;34
"66";"1";2020-08-03;124;0;124;16
"66";"2";2020-08-03;158;0;158;18
"67";"0";2020-08-03;2647;3;2647;671
"67";"1";2020-08-03;1418;3;1418;386
"67";"2";2020-08-03;1221;0;1221;284
"68";"0";2020-08-03;3004;3;3004;824
"68";"1";2020-08-03;1574;3;1574;499
"68";"2";2020-08-03;1419;0;1419;320
"69";"0";2020-08-03;3108;6;3108;664
"69";"1";2020-08-03;1486;3;1486;368
"69";"2";2020-08-03;1588;3;1588;285
"70";"0";2020-08-03;309;0;309;77
