"reg";"cl_age90";"jour";"hosp";"rea";"dc";"rad"
"24";39;"2020-03-21";1;0;0;1
"24";49;"2020-03-21";3;1;0;0
"24";59;"2020-03-21";7;2;0;2
"24";69;"2020-03-21";14;4;0;1
"24";79;"2020-03-21";18;7;1;2
"24";89;"2020-03-21";12;1;2;0
"24";90;"2020-03-21";7;0;0;0
"27";0;"2020-03-21";297;82;35;104
"27";9;"2020-03-21";1;0;0;0
"27";19;"2020-03-21";0;0;0;1
"27";29;"2020-03-21";3;1;0;10
"27";39;"2020-03-21";8;2;0;9
"27";49;"2020-03-21";14;4;0;12
"27";59;"2020-03-21";35;14;2;21
"27";69;"2020-03-21";66;25;1;9
"27";79;"2020-03-21";70;21;11;15
"27";89;"2020-03-21";72;14;15;15
"27";90;"2020-03-21";27;0;6;11
"28";0;"2020-03-21";100;22;6;15
"28";9;"2020-03-21";0;0;0;0
"28";19;"2020-03-21";0;0;0;0
"28";29;"2020-03-21";1;0;0;2
"28";39;"2020-03-21";3;1;0;0
"28";49;"2020-03-21";7;1;0;1
"28";59;"2020-03-21";10;1;0;5
"28";69;"2020-03-21";18;10;1;5
"28";79;"2020-03-21";29;6;1;1
"28";89;"2020-03-21";24;3;3;1
"28";90;"2020-03-21";8;0;1;0
"32";0;"2020-03-21";439;147;58;162
"32";9;"2020-03-21";1;0;0;13
"32";19;"2020-03-21";3;0;0;1
"32";29;"2020-03-21";9;2;0;13
"32";39;"2020-03-21";14;7;0;27
"32";49;"2020-03-21";22;8;0;27
"32";59;"2020-03-21";50;25;0;28
"32";69;"2020-03-21";83;43;7;11
"32";79;"2020-03-21";112;50;18;18
"32";89;"2020-03-21";112;11;29;14
"32";90;"2020-03-21";32;0;4;9
"44";0;"2020-03-21";1556;349;227;355
"44";9;"2020-03-21";10;0;0;44
"44";19;"2020-03-21";2;1;0;5
"44";29;"2020-03-21";16;3;0;16
"44";39;"2020-03-21";35;11;0;23
"44";49;"2020-03-21";79;26;2;24
"44";59;"2020-03-21";166;50;6;54
"44";69;"2020-03-21";327;111;18;49
"44";79;"2020-03-21";399;117;47;58
"44";89;"2020-03-21";342;21;100;48
"44";90;"2020-03-21";124;0;50;18
"52";0;"2020-03-21";88;23;3;63
"52";9;"2020-03-21";0;0;0;0
"52";19;"2020-03-21";0;0;0;0
"52";29;"2020-03-21";1;0;0;7
"52";39;"2020-03-21";1;0;0;4
"52";49;"2020-03-21";5;1;0;14
"52";59;"2020-03-21";11;3;0;11
"52";69;"2020-03-21";19;7;0;15
"52";79;"2020-03-21";26;7;0;6
"52";89;"2020-03-21";16;4;1;5
"52";90;"2020-03-21";8;0;2;1
"53";0;"2020-03-21";122;26;15;55
"53";9;"2020-03-21";0;0;0;2
"53";19;"2020-03-21";0;0;0;0
"53";29;"2020-03-21";2;0;0;3
"53";39;"2020-03-21";5;1;0;4
"53";49;"2020-03-21";3;0;0;1
"53";59;"2020-03-21";14;4;0;10
"53";69;"2020-03-21";19;2;1;16
"53";79;"2020-03-21";35;13;2;14
"53";89;"2020-03-21";31;6;8;4
"53";90;"2020-03-21";11;0;4;1
"75";0;"2020-03-21";118;32;5;36
"75";9;"2020-03-21";1;0;0;0
"75";19;"2020-03-21";0;0;0;1
"75";29;"2020-03-21";4;1;0;4
"75";39;"2020-03-21";1;0;0;7
"75";49;"2020-03-21";6;2;0;4
"75";59;"2020-03-21";13;6;1;5
"75";69;"2020-03-21";23;9;1;8
"75";79;"2020-03-21";25;9;0;4
"75";89;"2020-03-21";36;5;2;1
"75";90;"2020-03-21";8;0;1;1
"76";0;"2020-03-21";206;72;26;96
"76";9;"2020-03-21";1;0;0;7
"76";19;"2020-03-21";0;0;0;4
"76";29;"2020-03-21";3;1;1;8
"76";39;"2020-03-21";5;3;0;11
"76";49;"2020-03-21";18;7;0;9
"76";59;"2020-03-21";25;10;1;23
"76";69;"2020-03-21";47;21;1;12
"76";79;"2020-03-21";58;23;5;19
"76";89;"2020-03-21";35;5;15;3
"76";90;"2020-03-21";9;1;3;0
"84";0;"2020-03-21";581;97;40;200
"84";9;"2020-03-21";3;1;0;1
"84";19;"2020-03-21";0;0;0;2
"84";29;"2020-03-21";4;0;0;12
"84";39;"2020-03-21";16;2;1;22
"84";49;"2020-03-21";27;4;0;23
"84";59;"2020-03-21";49;15;1;29
"84";69;"2020-03-21";82;23;2;35
"84";79;"2020-03-21";159;41;10;45
"84";89;"2020-03-21";159;9;17;22
"84";90;"2020-03-21";71;0;9;8
"93";0;"2020-03-21";334;72;13;312
"93";9;"2020-03-21";1;0;0;6
"93";19;"2020-03-21";5;0;0;17
"93";29;"2020-03-21";7;1;0;43
"93";39;"2020-03-21";30;1;0;38
"93";49;"2020-03-21";47;8;0;59
"93";59;"2020-03-21";61;10;0;60
"93";69;"2020-03-21";70;14;1;44
"93";79;"2020-03-21";59;27;2;29
"93";89;"2020-03-21";36;7;9;15
"93";90;"2020-03-21";17;3;1;1
"94";0;"2020-03-21";68;14;4;35
"94";9;"2020-03-21";0;0;0;2
"94";19;"2020-03-21";0;0;0;1
"94";29;"2020-03-21";2;0;0;7
"94";39;"2020-03-21";1;0;0;6
"94";49;"2020-03-21";2;0;0;7
"94";59;"2020-03-21";10;3;0;5
"94";69;"2020-03-21";14;6;1;5
"94";79;"2020-03-21";17;4;2;1
"94";89;"2020-03-21";19;1;0;0
"94";90;"2020-03-21";3;0;1;1
"01";0;"2020-03-22";6;6;0;0
"01";9;"2020-03-22";0;0;0;0
"01";19;"2020-03-22";0;0;0;0
"01";29;"2020-03-22";0;0;0;0
"01";39;"2020-03-22";1;1;0;0
"01";49;"2020-03-22";0;0;0;0
"01";59;"2020-03-22";2;2;0;0
"01";69;"2020-03-22";2;2;0;0
"01";79;"2020-03-22";1;1;0;0
"01";89;"2020-03-22";0;0;0;0
"01";90;"2020-03-22";0;0;0;0
"02";0;"2020-03-22";19;5;1;0
"02";9;"2020-03-22";0;0;0;0
"02";19;"2020-03-22";0;0;0;0
"02";29;"2020-03-22";2;1;0;0
"02";39;"2020-03-22";3;0;0;0
"02";49;"2020-03-22";3;1;0;0
"02";59;"2020-03-22";6;0;0;0
"02";69;"2020-03-22";4;3;0;0
"02";79;"2020-03-22";1;0;0;0
"02";89;"2020-03-22";0;0;1;0
"02";90;"2020-03-22";0;0;0;0
"03";0;"2020-03-22";0;0;0;0
"03";9;"2020-03-22";0;0;0;0
"03";19;"2020-03-22";0;0;0;0
"03";29;"2020-03-22";0;0;0;0
"03";39;"2020-03-22";0;0;0;0
"03";49;"2020-03-22";0;0;0;0
"03";59;"2020-03-22";0;0;0;0
"03";69;"2020-03-22";0;0;0;0
"03";79;"2020-03-22";0;0;0;0
"03";89;"2020-03-22";0;0;0;0
"03";90;"2020-03-22";0;0;0;0
"04";0;"2020-03-22";2;2;0;0
"04";9;"2020-03-22";0;0;0;0
"04";19;"2020-03-22";0;0;0;0
"04";29;"2020-03-22";0;0;0;0
"04";39;"2020-03-22";0;0;0;0
"04";49;"2020-03-22";0;0;0;0
"04";59;"2020-03-22";0;0;0;0
"04";69;"2020-03-22";0;0;0;0
"04";79;"2020-03-22";1;1;0;0
"04";89;"2020-03-22";1;1;0;0
"04";90;"2020-03-22";0;0;0;0
"06";0;"2020-03-22";0;0;0;0
"06";9;"2020-03-22";0;0;0;0
"06";19;"2020-03-22";0;0;0;0
"06";29;"2020-03-22";0;0;0;0
"06";39;"2020-03-22";0;0;0;0
"06";49;"2020-03-22";0;0;0;0
"06";59;"2020-03-22";0;0;0;0
"06";69;"2020-03-22";0;0;0;0
"06";79;"2020-03-22";0;0;0;0
"06";89;"2020-03-22";0;0;0;0
"06";90;"2020-03-22";0;0;0;0
"11";0;"2020-03-22";2638;666;148;545
"11";9;"2020-03-22";16;2;0;10
"11";19;"2020-03-22";8;2;0;3
"11";29;"2020-03-22";39;9;0;41
"11";39;"2020-03-22";144;42;1;86
"11";49;"2020-03-22";252;70;5;63
"11";59;"2020-03-22";460;169;5;102
"11";69;"2020-03-22";513;153;21;94
"11";79;"2020-03-22";523;150;36;71
"11";89;"2020-03-22";445;59;58;56
"11";90;"2020-03-22";191;4;18;14
"24";0;"2020-03-22";74;21;3;10
"24";9;"2020-03-22";0;0;0;0
"24";19;"2020-03-22";0;0;0;1
"24";29;"2020-03-22";1;0;0;0
"24";39;"2020-03-22";1;0;0;1
"24";49;"2020-03-22";4;2;0;1
"24";59;"2020-03-22";8;3;0;2
"24";69;"2020-03-22";16;7;0;2
"24";79;"2020-03-22";23;8;1;2
"24";89;"2020-03-22";12;1;2;1
"24";90;"2020-03-22";9;0;0;0
"27";0;"2020-03-22";353;90;48;180
"27";9;"2020-03-22";1;0;0;0
"27";19;"2020-03-22";1;0;0;2
"27";29;"2020-03-22";4;1;0;16
"27";39;"2020-03-22";9;2;0;15
"27";49;"2020-03-22";17;3;1;22
"27";59;"2020-03-22";41;15;2;34
"27";69;"2020-03-22";76;27;5;21
"27";79;"2020-03-22";87;26;13;24
"27";89;"2020-03-22";88;15;18;27
"27";90;"2020-03-22";28;0;9;18
"28";0;"2020-03-22";125;29;8;17
"28";9;"2020-03-22";0;0;0;0
"28";19;"2020-03-22";0;0;0;0
"28";29;"2020-03-22";3;0;0;2
"28";39;"2020-03-22";4;1;0;0
"28";49;"2020-03-22";7;2;0;1
"28";59;"2020-03-22";14;2;0;5
"28";69;"2020-03-22";26;12;1;6
"28";79;"2020-03-22";35;9;2;2
"28";89;"2020-03-22";24;3;4;1
"28";90;"2020-03-22";11;0;1;0
"32";0;"2020-03-22";490;156;69;178
"32";9;"2020-03-22";1;0;0;13
"32";19;"2020-03-22";2;0;0;2
"32";29;"2020-03-22";11;2;0;15
"32";39;"2020-03-22";18;8;0;29
"32";49;"2020-03-22";21;9;1;32
"32";59;"2020-03-22";58;29;0;28
"32";69;"2020-03-22";90;43;10;12
"32";79;"2020-03-22";126;52;21;22
"32";89;"2020-03-22";124;12;31;15
"32";90;"2020-03-22";38;0;6;9
"44";0;"2020-03-22";1744;385;266;398
"44";9;"2020-03-22";8;0;0;47
"44";19;"2020-03-22";2;1;0;5
"44";29;"2020-03-22";18;1;0;16
"44";39;"2020-03-22";38;11;0;26
"44";49;"2020-03-22";94;30;2;26
"44";59;"2020-03-22";181;55;6;64
"44";69;"2020-03-22";364;122;21;54
"44";79;"2020-03-22";460;136;63;69
"44";89;"2020-03-22";393;22;115;53
"44";90;"2020-03-22";137;0;55;21
"52";0;"2020-03-22";107;28;4;73
"52";9;"2020-03-22";0;0;0;0
"52";19;"2020-03-22";0;0;0;0
"52";29;"2020-03-22";1;0;0;7
"52";39;"2020-03-22";1;0;0;5
"52";49;"2020-03-22";6;1;0;16
"52";59;"2020-03-22";15;3;0;13
"52";69;"2020-03-22";27;11;0;15
"52";79;"2020-03-22";30;9;0;8
"52";89;"2020-03-22";18;3;2;7
"52";90;"2020-03-22";7;0;2;2
"53";0;"2020-03-22";130;31;17;62
"53";9;"2020-03-22";0;0;0;3
"53";19;"2020-03-22";0;0;0;0
"53";29;"2020-03-22";3;0;0;3
"53";39;"2020-03-22";8;1;0;4
"53";49;"2020-03-22";3;0;0;1
"53";59;"2020-03-22";18;8;0;11
"53";69;"2020-03-22";19;4;1;18
"53";79;"2020-03-22";36;12;3;17
"53";89;"2020-03-22";30;6;9;4
"53";90;"2020-03-22";11;0;4;1
"75";0;"2020-03-22";149;41;9;39
"75";9;"2020-03-22";2;0;0;0
"75";19;"2020-03-22";1;0;0;1
"75";29;"2020-03-22";4;1;0;4
"75";39;"2020-03-22";2;0;0;8
"75";49;"2020-03-22";8;2;0;4
"75";59;"2020-03-22";22;10;1;5
"75";69;"2020-03-22";28;10;1;8
"75";79;"2020-03-22";29;11;0;5
"75";89;"2020-03-22";44;6;5;1
"75";90;"2020-03-22";7;0;2;1
"76";0;"2020-03-22";261;73;28;108
"76";9;"2020-03-22";3;0;0;7
"76";19;"2020-03-22";0;0;0;4
"76";29;"2020-03-22";2;0;1;9
"76";39;"2020-03-22";8;2;0;11
"76";49;"2020-03-22";23;8;0;12
"76";59;"2020-03-22";34;10;1;26
"76";69;"2020-03-22";60;22;1;14
"76";79;"2020-03-22";71;23;4;22
"76";89;"2020-03-22";46;7;18;2
"76";90;"2020-03-22";11;1;3;0
"84";0;"2020-03-22";679;119;52;220
"84";9;"2020-03-22";5;1;0;1
"84";19;"2020-03-22";0;0;0;2
"84";29;"2020-03-22";6;1;0;12
"84";39;"2020-03-22";18;3;1;24
"84";49;"2020-03-22";30;6;0;30
"84";59;"2020-03-22";63;17;1;32
"84";69;"2020-03-22";97;31;2;42
"84";79;"2020-03-22";189;47;13;46
"84";89;"2020-03-22";179;10;20;22
"84";90;"2020-03-22";78;0;15;8
"93";0;"2020-03-22";391;79;15;337
"93";9;"2020-03-22";1;0;0;6
"93";19;"2020-03-22";5;0;0;17
"93";29;"2020-03-22";7;1;0;47
"93";39;"2020-03-22";33;1;0;39
"93";49;"2020-03-22";50;8;0;66
"93";59;"2020-03-22";72;13;0;67
"93";69;"2020-03-22";79;17;1;49
"93";79;"2020-03-22";73;28;2;29
"93";89;"2020-03-22";47;7;10;15
"93";90;"2020-03-22";22;3;2;2
"94";0;"2020-03-22";72;15;6;36
"94";9;"2020-03-22";0;0;0;2
"94";19;"2020-03-22";0;0;0;1
"94";29;"2020-03-22";3;0;0;8
"94";39;"2020-03-22";1;0;0;6
"94";49;"2020-03-22";3;0;0;7
"94";59;"2020-03-22";10;2;0;5
"94";69;"2020-03-22";16;7;1;5
"94";79;"2020-03-22";18;5;2;1
"94";89;"2020-03-22";18;1;2;0
"94";90;"2020-03-22";3;0;1;1
"01";0;"2020-03-23";6;6;0;0
"01";9;"2020-03-23";0;0;0;0
"01";19;"2020-03-23";0;0;0;0
"01";29;"2020-03-23";0;0;0;0
"01";39;"2020-03-23";1;1;0;0
"01";49;"2020-03-23";0;0;0;0
"01";59;"2020-03-23";2;2;0;0
"01";69;"2020-03-23";2;2;0;0
"01";79;"2020-03-23";1;1;0;0
"01";89;"2020-03-23";0;0;0;0
"01";90;"2020-03-23";0;0;0;0
"02";0;"2020-03-23";19;5;1;0
"02";9;"2020-03-23";0;0;0;0
"02";19;"2020-03-23";0;0;0;0
"02";29;"2020-03-23";2;1;0;0
"02";39;"2020-03-23";3;0;0;0
"02";49;"2020-03-23";3;1;0;0
"02";59;"2020-03-23";6;0;0;0
"02";69;"2020-03-23";4;3;0;0
"02";79;"2020-03-23";1;0;0;0
"02";89;"2020-03-23";0;0;1;0
"02";90;"2020-03-23";0;0;0;0
"03";0;"2020-03-23";0;0;0;0
"03";9;"2020-03-23";0;0;0;0
"03";19;"2020-03-23";0;0;0;0
"03";29;"2020-03-23";0;0;0;0
"03";39;"2020-03-23";0;0;0;0
"03";49;"2020-03-23";0;0;0;0
"03";59;"2020-03-23";0;0;0;0
"03";69;"2020-03-23";0;0;0;0
"03";79;"2020-03-23";0;0;0;0
"03";89;"2020-03-23";0;0;0;0
"03";90;"2020-03-23";0;0;0;0
"04";0;"2020-03-23";2;2;0;0
"04";9;"2020-03-23";0;0;0;0
"04";19;"2020-03-23";0;0;0;0
"04";29;"2020-03-23";0;0;0;0
"04";39;"2020-03-23";0;0;0;0
"04";49;"2020-03-23";0;0;0;0
"04";59;"2020-03-23";0;0;0;0
"04";69;"2020-03-23";0;0;0;0
"04";79;"2020-03-23";1;1;0;0
"04";89;"2020-03-23";1;1;0;0
"04";90;"2020-03-23";0;0;0;0
"06";0;"2020-03-23";0;0;0;0
"06";9;"2020-03-23";0;0;0;0
"06";19;"2020-03-23";0;0;0;0
"06";29;"2020-03-23";0;0;0;0
"06";39;"2020-03-23";0;0;0;0
"06";49;"2020-03-23";0;0;0;0
"06";59;"2020-03-23";0;0;0;0
"06";69;"2020-03-23";0;0;0;0
"06";79;"2020-03-23";0;0;0;0
"06";89;"2020-03-23";0;0;0;0
"06";90;"2020-03-23";0;0;0;0
"11";0;"2020-03-23";3142;787;193;665
"11";9;"2020-03-23";20;5;0;16
"11";19;"2020-03-23";7;2;0;4
"11";29;"2020-03-23";48;9;0;47
"11";39;"2020-03-23";179;53;1;103
"11";49;"2020-03-23";293;79;5;88
"11";59;"2020-03-23";557;200;9;128
"11";69;"2020-03-23";627;201;25;115
"11";79;"2020-03-23";600;176;50;81
"11";89;"2020-03-23";537;54;71;61
"11";90;"2020-03-23";229;4;26;16
"24";0;"2020-03-23";117;38;8;15
"24";9;"2020-03-23";0;0;0;0
"24";19;"2020-03-23";0;0;0;1
"24";29;"2020-03-23";1;0;0;0
"24";39;"2020-03-23";1;0;0;1
"24";49;"2020-03-23";11;4;0;1
"24";59;"2020-03-23";18;7;0;4
"24";69;"2020-03-23";18;11;0;4
"24";79;"2020-03-23";32;13;4;3
"24";89;"2020-03-23";23;3;3;1
"24";90;"2020-03-23";13;0;1;0
"27";0;"2020-03-23";411;99;62;198
"27";9;"2020-03-23";2;1;0;0
"27";19;"2020-03-23";1;0;0;2
"27";29;"2020-03-23";4;1;0;17
"27";39;"2020-03-23";14;2;0;17
"27";49;"2020-03-23";24;3;1;22
"27";59;"2020-03-23";46;18;2;41
"27";69;"2020-03-23";83;29;10;26
"27";79;"2020-03-23";98;31;15;25
"27";89;"2020-03-23";107;13;22;28
"27";90;"2020-03-23";31;0;12;19
"28";0;"2020-03-23";148;33;9;24
"28";9;"2020-03-23";0;0;0;0
"28";19;"2020-03-23";0;0;0;0
"28";29;"2020-03-23";4;1;0;4
"28";39;"2020-03-23";3;0;0;1
"28";49;"2020-03-23";9;2;0;3
"28";59;"2020-03-23";16;3;0;5
"28";69;"2020-03-23";33;13;1;6
"28";79;"2020-03-23";41;10;2;3
"28";89;"2020-03-23";29;3;5;2
"28";90;"2020-03-23";11;0;1;0
"32";0;"2020-03-23";612;187;86;201
"32";9;"2020-03-23";3;2;0;13
"32";19;"2020-03-23";3;0;0;2
"32";29;"2020-03-23";13;3;0;16
"32";39;"2020-03-23";23;9;0;30
"32";49;"2020-03-23";30;12;1;39
"32";59;"2020-03-23";73;35;2;32
"32";69;"2020-03-23";111;46;11;13
"32";79;"2020-03-23";158;62;26;28
"32";89;"2020-03-23";144;15;35;17
"32";90;"2020-03-23";48;0;11;10
"44";0;"2020-03-23";2011;432;327;470
"44";9;"2020-03-23";7;0;0;49
"44";19;"2020-03-23";3;1;0;6
"44";29;"2020-03-23";27;3;0;18
"44";39;"2020-03-23";52;15;0;33
"44";49;"2020-03-23";99;31;4;33
"44";59;"2020-03-23";212;66;7;77
"44";69;"2020-03-23";430;143;30;68
"44";79;"2020-03-23";537;147;77;81
"44";89;"2020-03-23";452;20;141;64
"44";90;"2020-03-23";145;0;64;20
"52";0;"2020-03-23";147;35;9;74
"52";9;"2020-03-23";0;0;0;0
"52";19;"2020-03-23";0;0;0;0
"52";29;"2020-03-23";2;0;0;7
"52";39;"2020-03-23";3;1;0;5
"52";49;"2020-03-23";10;1;0;17
"52";59;"2020-03-23";19;3;0;13
"52";69;"2020-03-23";33;15;0;15
"52";79;"2020-03-23";43;13;0;8
"52";89;"2020-03-23";26;1;6;7
"52";90;"2020-03-23";9;0;3;2
"53";0;"2020-03-23";132;30;23;68
"53";9;"2020-03-23";0;0;0;3
"53";19;"2020-03-23";0;0;0;0
"53";29;"2020-03-23";2;0;0;3
"53";39;"2020-03-23";8;1;0;4
"53";49;"2020-03-23";3;0;0;2
"53";59;"2020-03-23";19;9;0;12
"53";69;"2020-03-23";21;4;1;18
"53";79;"2020-03-23";43;12;4;19
"53";89;"2020-03-23";26;4;12;6
"53";90;"2020-03-23";8;0;6;1
"75";0;"2020-03-23";196;47;13;59
"75";9;"2020-03-23";3;0;0;4
"75";19;"2020-03-23";1;0;0;1
"75";29;"2020-03-23";5;1;0;10
"75";39;"2020-03-23";6;1;0;11
"75";49;"2020-03-23";9;2;0;6
"75";59;"2020-03-23";32;11;1;5
"75";69;"2020-03-23";36;12;2;9
"75";79;"2020-03-23";38;12;1;7
"75";89;"2020-03-23";56;7;6;3
"75";90;"2020-03-23";9;0;3;1
"76";0;"2020-03-23";331;101;32;117
"76";9;"2020-03-23";5;0;0;7
"76";19;"2020-03-23";0;0;0;4
"76";29;"2020-03-23";3;1;1;10
"76";39;"2020-03-23";11;1;0;13
"76";49;"2020-03-23";35;13;0;12
"76";59;"2020-03-23";43;15;2;30
"76";69;"2020-03-23";78;29;1;16
"76";79;"2020-03-23";91;32;5;22
"76";89;"2020-03-23";52;9;20;3
"76";90;"2020-03-23";12;1;3;0
"84";0;"2020-03-23";853;157;70;254
"84";9;"2020-03-23";3;1;0;3
"84";19;"2020-03-23";0;0;0;2
"84";29;"2020-03-23";6;2;0;17
"84";39;"2020-03-23";22;2;1;27
"84";49;"2020-03-23";37;10;0;34
"84";59;"2020-03-23";81;22;1;38
"84";69;"2020-03-23";138;48;4;43
"84";79;"2020-03-23";232;56;17;51
"84";89;"2020-03-23";221;14;27;26
"84";90;"2020-03-23";96;0;20;9
"93";0;"2020-03-23";481;112;20;377
"93";9;"2020-03-23";1;0;0;6
"93";19;"2020-03-23";5;0;0;17
"93";29;"2020-03-23";10;3;0;50
"93";39;"2020-03-23";36;1;0;46
"93";49;"2020-03-23";53;12;0;72
"93";59;"2020-03-23";84;17;0;79
"93";69;"2020-03-23";103;31;1;57
"93";79;"2020-03-23";90;34;4;32
"93";89;"2020-03-23";67;9;12;16
"93";90;"2020-03-23";27;3;3;2
"94";0;"2020-03-23";65;9;7;45
"94";9;"2020-03-23";0;0;0;3
"94";19;"2020-03-23";0;0;0;1
"94";29;"2020-03-23";2;0;0;10
"94";39;"2020-03-23";1;0;0;7
"94";49;"2020-03-23";2;0;0;8
"94";59;"2020-03-23";10;2;0;6
"94";69;"2020-03-23";6;3;1;6
"94";79;"2020-03-23";18;3;2;1
"94";89;"2020-03-23";20;1;3;1
"94";90;"2020-03-23";6;0;1;2
"01";0;"2020-03-24";6;6;0;0
"01";9;"2020-03-24";0;0;0;0
"01";19;"2020-03-24";0;0;0;0
"01";29;"2020-03-24";0;0;0;0
"01";39;"2020-03-24";1;1;0;0
"01";49;"2020-03-24";0;0;0;0
"01";59;"2020-03-24";2;2;0;0
"01";69;"2020-03-24";2;2;0;0
"01";79;"2020-03-24";1;1;0;0
"01";89;"2020-03-24";0;0;0;0
"01";90;"2020-03-24";0;0;0;0
"02";0;"2020-03-24";13;5;1;11
"02";9;"2020-03-24";0;0;0;0
"02";19;"2020-03-24";0;0;0;0
"02";29;"2020-03-24";1;0;0;2
"02";39;"2020-03-24";1;0;0;2
"02";49;"2020-03-24";3;1;0;1
"02";59;"2020-03-24";4;2;0;4
"02";69;"2020-03-24";3;2;0;1
"02";79;"2020-03-24";1;0;0;1
"02";89;"2020-03-24";0;0;1;0
"02";90;"2020-03-24";0;0;0;0
"03";0;"2020-03-24";0;0;0;0
"03";9;"2020-03-24";0;0;0;0
"03";19;"2020-03-24";0;0;0;0
"03";29;"2020-03-24";0;0;0;0
"03";39;"2020-03-24";0;0;0;0
"03";49;"2020-03-24";0;0;0;0
"03";59;"2020-03-24";0;0;0;0
"03";69;"2020-03-24";0;0;0;0
"03";79;"2020-03-24";0;0;0;0
"03";89;"2020-03-24";0;0;0;0
"03";90;"2020-03-24";0;0;0;0
"04";0;"2020-03-24";3;3;0;0
"04";9;"2020-03-24";0;0;0;0
"04";19;"2020-03-24";0;0;0;0
"04";29;"2020-03-24";0;0;0;0
"04";39;"2020-03-24";0;0;0;0
"04";49;"2020-03-24";0;0;0;0
"04";59;"2020-03-24";0;0;0;0
"04";69;"2020-03-24";0;0;0;0
"04";79;"2020-03-24";2;2;0;0
"04";89;"2020-03-24";1;1;0;0
"04";90;"2020-03-24";0;0;0;0
"06";0;"2020-03-24";0;0;0;0
"06";9;"2020-03-24";0;0;0;0
"06";19;"2020-03-24";0;0;0;0
"06";29;"2020-03-24";0;0;0;0
"06";39;"2020-03-24";0;0;0;0
"06";49;"2020-03-24";0;0;0;0
"06";59;"2020-03-24";0;0;0;0
"06";69;"2020-03-24";0;0;0;0
"06";79;"2020-03-24";0;0;0;0
"06";89;"2020-03-24";0;0;0;0
"06";90;"2020-03-24";0;0;0;0
"11";0;"2020-03-24";3683;973;262;854
"11";9;"2020-03-24";17;4;0;22
"11";19;"2020-03-24";8;2;0;4
"11";29;"2020-03-24";55;12;0;62
"11";39;"2020-03-24";204;65;2;121
"11";49;"2020-03-24";347;98;6;122
"11";59;"2020-03-24";657;248;12;167
"11";69;"2020-03-24";777;258;34;157
"11";79;"2020-03-24";713;213;65;99
"11";89;"2020-03-24";610;61;98;73
"11";90;"2020-03-24";256;2;37;19
"24";0;"2020-03-24";137;44;9;24
"24";9;"2020-03-24";0;0;0;1
"24";19;"2020-03-24";0;0;0;1
"24";29;"2020-03-24";0;0;0;1
"24";39;"2020-03-24";1;0;0;1
"24";49;"2020-03-24";11;5;0;3
"24";59;"2020-03-24";18;6;0;5
"24";69;"2020-03-24";25;14;0;6
"24";79;"2020-03-24";37;13;4;4
"24";89;"2020-03-24";31;5;4;2
"24";90;"2020-03-24";14;1;1;0
"27";0;"2020-03-24";477;121;85;285
"27";9;"2020-03-24";2;1;0;2
"27";19;"2020-03-24";1;0;0;4
"27";29;"2020-03-24";5;1;0;22
"27";39;"2020-03-24";14;2;0;37
"27";49;"2020-03-24";23;4;1;39
"27";59;"2020-03-24";60;22;2;51
"27";69;"2020-03-24";99;34;10;35
"27";79;"2020-03-24";114;42;22;35
"27";89;"2020-03-24";122;14;35;38
"27";90;"2020-03-24";37;1;15;21
"28";0;"2020-03-24";170;40;15;32
"28";9;"2020-03-24";0;0;0;0
"28";19;"2020-03-24";0;0;0;0
"28";29;"2020-03-24";2;1;0;7
"28";39;"2020-03-24";4;0;0;2
"28";49;"2020-03-24";12;4;0;3
"28";59;"2020-03-24";17;2;1;7
"28";69;"2020-03-24";34;13;3;7
"28";79;"2020-03-24";51;16;3;3
"28";89;"2020-03-24";35;3;6;3
"28";90;"2020-03-24";12;0;2;0
"32";0;"2020-03-24";711;208;109;250
"32";9;"2020-03-24";4;2;0;14
"32";19;"2020-03-24";1;0;0;3
"32";29;"2020-03-24";11;3;0;23
"32";39;"2020-03-24";25;7;0;41
"32";49;"2020-03-24";38;13;1;45
"32";59;"2020-03-24";93;41;4;39
"32";69;"2020-03-24";137;53;16;19
"32";79;"2020-03-24";187;72;32;33
"32";89;"2020-03-24";155;15;42;22
"32";90;"2020-03-24";53;0;13;10
"44";0;"2020-03-24";2402;504;407;619
"44";9;"2020-03-24";7;0;0;52
"44";19;"2020-03-24";3;1;0;6
"44";29;"2020-03-24";29;5;0;25
"44";39;"2020-03-24";60;17;0;42
"44";49;"2020-03-24";126;37;4;45
"44";59;"2020-03-24";255;80;10;96
"44";69;"2020-03-24";491;152;39;100
"44";79;"2020-03-24";649;173;93;115
"44";89;"2020-03-24";547;30;175;92
"44";90;"2020-03-24";190;0;82;22
"52";0;"2020-03-24";187;43;13;93
"52";9;"2020-03-24";0;0;0;0
"52";19;"2020-03-24";0;0;0;0
"52";29;"2020-03-24";3;0;0;10
"52";39;"2020-03-24";4;1;0;6
"52";49;"2020-03-24";12;2;0;21
"52";59;"2020-03-24";20;6;0;19
"52";69;"2020-03-24";39;16;0;18
"52";79;"2020-03-24";53;15;0;9
"52";89;"2020-03-24";42;2;8;8
"52";90;"2020-03-24";13;0;5;2
"53";0;"2020-03-24";133;30;25;86
"53";9;"2020-03-24";1;0;0;3
"53";19;"2020-03-24";0;0;0;0
"53";29;"2020-03-24";2;0;0;3
"53";39;"2020-03-24";7;1;0;6
"53";49;"2020-03-24";4;0;0;3
"53";59;"2020-03-24";18;10;0;15
"53";69;"2020-03-24";18;5;2;25
